order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,total_items,order_value,product_id,category,product_name,brand,margin_percentage,customer_name,area,customer_segment,total_orders,avg_order_value,registration_date,delivery_time_minutes,distance_km,reasons_if_delayed,rating,sentiment,feedback_category,delivery_delay_flag,customer_lifetime_value,purchase_frequency,rating_category,order_month,order_week,order_hour,is_new_customer
2807634451,84986716,2024-03-15 00:16:18,2024-03-15 00:36:18,2024-03-15 00:41:18,on time,3196.92,Wallet,10898,3673,3,893.04,481843,Snacks & Munchies,Chocolates,"Taneja, Kala and Kota",35,Eta Hegde,Begusarai,Regular,8,420.78,2024-04-21,5,4.64,Traffic,3,neutral,App Experience,0,3366.24,8,Medium,2024-03,2024-03-11/2024-03-17,0,0
3046341241,82286725,2023-10-03 17:13:24,2023-10-03 17:30:24,2023-10-03 17:26:24,on time,3155.44,Wallet,42558,5665,1,951.27,690565,Snacks & Munchies,Cookies,"Roy, Seth and Patla",35,Unnati Mishra,Orai,Premium,18,1322.85,2024-10-17,-4,1.4,,4,positive,Product Quality,0,23811.3,18,High,2023-10,2023-10-02/2023-10-08,17,0
485687952,8228843,2023-03-26 19:36:56,2023-03-26 19:53:56,2023-03-26 20:05:56,slightly delayed,1436.02,Wallet,41920,4079,3,1897.29,992178,Pharmacy,Pain Reliever,Basu and Sons,20,Vritti Halder,Bangalore,Inactive,1,1215.61,2024-07-06,12,1.05,Traffic,3,negative,Product Quality,0,1215.61,1,Medium,2023-03,2023-03-20/2023-03-26,19,1
7660904370,30455484,2024-05-09 14:16:30,2024-05-09 14:29:30,2024-05-09 14:41:30,slightly delayed,695.54,Cash,82481,2713,1,825.46,478531,Fruits & Vegetables,Carrots,Uppal Group,25,Lajita Ravel,Katni,New,2,1001.64,2023-05-08,12,4.8,Traffic,4,positive,App Experience,0,2003.28,2,High,2024-05,2024-05-06/2024-05-12,14,0
9753033954,83577942,2023-07-02 01:33:28,2023-07-02 01:47:28,2023-07-02 01:46:28,on time,630.84,Card,66167,9044,1,441.2,667163,Cold Drinks & Juices,Orange Juice,Palla LLC,30,Oviya Rau,Shivpuri,New,16,866.2,2024-08-11,-1,3.49,,5,positive,Customer Service,0,13859.2,16,High,2023-07,2023-06-26/2023-07-02,1,0
9509887699,23448955,2024-01-13 11:09:16,2024-01-13 11:19:16,2024-01-13 11:18:16,on time,1656.08,UPI,83668,7593,2,282.56,700048,Household Care,Dish Soap,Khalsa-Bhavsar,25,Pranit Gade,Raebareli,Premium,13,1201.0,2024-10-12,-1,1.44,,5,positive,Delivery,0,15613.0,13,High,2024-01,2024-01-08/2024-01-14,11,0
1054122071,97557157,2023-11-22 08:36:23,2023-11-22 08:56:23,2023-11-22 08:58:23,on time,1011.38,Card,29382,2687,1,440.19,473929,Fruits & Vegetables,Carrots,"Bhardwaj, Bhatia and Deshmukh",25,Priya Karan,Bardhaman,Regular,1,800.21,2024-01-22,2,2.96,Traffic,2,negative,Delivery,0,800.21,1,Low,2023-11,2023-11-20/2023-11-26,8,1
9135272808,21701991,2024-03-01 23:06:19,2024-03-01 23:24:19,2024-03-01 23:22:19,on time,1454.36,UPI,58954,6215,2,254.16,952124,Fruits & Vegetables,Onions,"Wali, Sood and Bala",25,Wazir Hari,Allahabad,New,5,1114.5,2023-10-05,-2,3.77,,3,neutral,App Experience,0,5572.5,5,Medium,2024-03,2024-02-26/2024-03-03,23,0
597447215,39957741,2024-09-04 22:09:51,2024-09-04 22:25:51,2024-09-04 22:20:51,on time,4238.98,UPI,56770,5255,1,209.59,848226,Fruits & Vegetables,Tomatoes,Barad and Sons,25,Siddharth Sibal,Bellary,Inactive,11,1769.15,2023-11-05,-5,3.05,,4,neutral,Customer Service,0,19460.65,11,High,2024-09,2024-09-02/2024-09-08,22,0
5562099656,3872421,2024-06-12 02:35:04,2024-06-12 02:53:04,2024-06-12 02:58:04,on time,163.03,Card,78737,7036,2,550.06,440875,Baby Care,Baby Wipes,Loyal Inc,30,Ladli Saran,Panvel,Premium,3,1468.98,2023-07-06,5,4.23,Traffic,1,negative,App Experience,0,4406.9400000000005,3,Low,2024-06,2024-06-10/2024-06-16,2,0
4122736828,47590944,2024-07-02 12:55:31,2024-07-02 13:15:31,2024-07-02 13:12:31,on time,2205.44,UPI,47529,5511,1,154.5,500633,Dairy & Breakfast,Cereal,Trivedi-Ahluwalia,20,Ayushman Chawla,Bhubaneswar,New,19,1163.84,2023-07-12,-3,2.49,,3,neutral,Delivery,0,22112.96,19,Medium,2024-07,2024-07-01/2024-07-07,12,0
7238138072,32929817,2024-08-26 05:41:35,2024-08-26 06:00:35,2024-08-26 05:55:35,on time,906.54,Wallet,70201,9170,3,2633.67,679284,Pharmacy,Cough Syrup,Pant LLC,20,Vedika Devi,Muzaffarpur,Regular,4,468.78,2024-08-26,-5,2.2,,1,negative,Product Quality,0,1875.12,4,Low,2024-08,2024-08-26/2024-09-01,5,0
6244736404,8791577,2024-08-19 09:19:35,2024-08-19 09:30:35,2024-08-19 09:40:35,slightly delayed,4248.04,UPI,74025,4428,1,545.0,613942,Pet Care,Pet Treats,"Dyal, Saraf and Goel",35,Warda Kohli,Madhyamgram,Regular,1,1031.07,2023-08-29,10,0.66,Traffic,4,positive,App Experience,0,1031.07,1,High,2024-08,2024-08-19/2024-08-25,9,1
1297341963,70230254,2024-07-28 21:44:40,2024-07-28 21:58:40,2024-07-28 21:56:40,on time,1516.81,Cash,78118,9202,1,215.65,564692,Pet Care,Cat Food,"Krishna, Bail and Dyal",35,Hamsini Sandhu,Suryapet,New,14,1488.42,2023-12-24,-2,1.23,,3,neutral,Product Quality,0,20837.88,14,Medium,2024-07,2024-07-22/2024-07-28,21,0
3842442278,89223620,2024-10-27 02:43:39,2024-10-27 03:01:39,2024-10-27 02:57:39,on time,4144.84,Card,34292,7156,1,418.48,567671,Snacks & Munchies,Biscuits,Nagar LLC,35,Udyati Malhotra,Amravati,Inactive,17,579.91,2023-07-21,-4,3.4,,2,negative,App Experience,0,9858.47,17,Low,2024-10,2024-10-21/2024-10-27,2,0
9576684860,9347990,2023-04-28 20:05:38,2023-04-28 20:17:38,2023-04-28 20:25:38,slightly delayed,1365.7,Card,49015,4883,2,1603.62,587645,Pharmacy,Vitamins,"Sura, Pillay and Mammen",20,Aarush Pingle,Nizamabad,Premium,6,492.04,2024-04-01,8,3.99,Traffic,5,positive,Delivery,0,2952.2400000000002,6,High,2023-04,2023-04-24/2023-04-30,20,0
1592757566,78903046,2024-07-17 15:09:40,2024-07-17 15:24:40,2024-07-17 15:44:40,significantly delayed,4787.67,Wallet,26609,6742,2,79.3,124290,Personal Care,Lotion,Sachdev Group,35,Dakshesh Sundaram,Karawal Nagar,Regular,7,1371.83,2023-04-16,20,2.61,Traffic,4,neutral,App Experience,0,9602.81,7,High,2024-07,2024-07-15/2024-07-21,15,0
5060677329,68219091,2024-03-29 08:13:16,2024-03-29 08:32:16,2024-03-29 08:47:16,slightly delayed,903.53,UPI,2549,2588,3,2987.94,264803,Pharmacy,Vitamins,Gole-Doshi,20,Tanvi Dixit,Ongole,Regular,16,529.87,2024-10-04,15,3.19,Traffic,3,negative,Delivery,0,8477.92,16,Medium,2024-03,2024-03-25/2024-03-31,8,0
2241930006,66943324,2023-11-05 03:05:55,2023-11-05 03:20:55,2023-11-05 03:48:55,significantly delayed,2211.21,UPI,48832,3024,3,1028.82,26060,Pharmacy,Vitamins,Shah and Sons,20,Gavin Karnik,Gorakhpur,Premium,19,1013.57,2023-08-13,28,4.78,Traffic,1,negative,Customer Service,0,19257.83,19,Low,2023-11,2023-10-30/2023-11-05,3,0
3246505078,45481936,2024-08-15 20:41:26,2024-08-15 20:57:26,2024-08-15 21:17:26,significantly delayed,702.71,Wallet,70745,3588,1,261.03,677169,Pharmacy,Cough Syrup,Char-Divan,20,Robert Gour,Munger,Premium,3,1909.44,2023-08-04,20,4.47,Traffic,4,positive,Customer Service,0,5728.32,3,High,2024-08,2024-08-12/2024-08-18,20,0
5870152806,376144,2024-03-23 03:57:26,2024-03-23 04:07:26,2024-03-23 04:02:26,on time,171.2,Cash,41777,5545,1,319.34,659290,Dairy & Breakfast,Cheese,Kapadia-D’Alia,20,Ira Chhabra,Anantapuram,Regular,13,1784.32,2023-12-19,-5,0.51,,4,positive,Product Quality,0,23196.16,13,High,2024-03,2024-03-18/2024-03-24,3,0
8919999754,8395610,2023-12-07 13:24:38,2023-12-07 13:44:38,2023-12-07 13:44:38,on time,2554.62,UPI,49856,2090,3,646.95,564692,Pet Care,Cat Food,"Krishna, Bail and Dyal",35,Ranveer Subramanian,Erode,Inactive,18,294.53,2024-03-23,0,4.16,,4,neutral,Customer Service,0,5301.539999999999,18,High,2023-12,2023-12-04/2023-12-10,13,0
1080338783,1601161,2023-07-21 21:48:46,2023-07-21 22:04:46,2023-07-21 22:03:46,on time,2039.04,Cash,11061,2592,2,642.66,433521,Baby Care,Diapers,Mahal Group,30,Chanchal Thakur,Amaravati,Inactive,1,589.31,2024-05-24,-1,2.6,,5,positive,App Experience,0,589.31,1,High,2023-07,2023-07-17/2023-07-23,21,1
4641905606,40667183,2024-09-18 04:06:11,2024-09-18 04:24:11,2024-09-18 04:21:11,on time,3587.82,Cash,94171,6600,3,2633.94,112390,Personal Care,Toothpaste,"Kibe, Contractor and Randhawa",35,Yatin Setty,Bidar,New,19,1815.79,2024-09-09,-3,3.24,,3,negative,Delivery,0,34500.01,19,Medium,2024-09,2024-09-16/2024-09-22,4,0
9456413999,32019725,2023-08-26 23:31:36,2023-08-26 23:48:36,2023-08-26 23:50:36,on time,2572.64,Card,38461,3211,2,963.26,839170,Dairy & Breakfast,Curd,Shetty and Sons,20,Tarak Rout,Panchkula,Premium,19,1169.96,2024-01-19,2,2.21,Traffic,4,positive,Customer Service,0,22229.24,19,High,2023-08,2023-08-21/2023-08-27,23,0
4764056827,8025622,2024-07-19 20:09:14,2024-07-19 20:19:14,2024-07-19 20:30:14,slightly delayed,3063.23,UPI,25547,7187,2,44.28,767398,Household Care,Dish Soap,"Arya, Sundaram and Pingle",25,Daksh Bali,Bulandshahr,Regular,15,1160.55,2024-03-14,11,1.87,Traffic,5,positive,Delivery,0,17408.25,15,High,2024-07,2024-07-15/2024-07-21,20,0
5168057633,45477575,2024-07-11 01:35:53,2024-07-11 01:53:53,2024-07-11 01:50:53,on time,4188.15,UPI,64173,561,2,281.6,272170,Instant & Frozen Food,Ice Cream,Purohit Group,40,Aarna Bawa,Vellore,Inactive,4,327.93,2024-01-05,-3,3.82,,5,positive,App Experience,0,1311.72,4,High,2024-07,2024-07-08/2024-07-14,1,0
1442559656,85074810,2023-05-10 07:54:52,2023-05-10 08:12:52,2023-05-10 08:33:52,significantly delayed,2573.97,Cash,4000,8807,2,181.12,240179,Pharmacy,Cough Syrup,Ram-Suri,20,Aarna Naik,Bhagalpur,Regular,11,766.81,2024-09-14,21,1.3,Traffic,1,negative,Product Quality,0,8434.91,11,Low,2023-05,2023-05-08/2023-05-14,7,0
6590257283,2058037,2023-10-02 09:29:52,2023-10-02 09:41:52,2023-10-02 09:43:52,on time,4030.26,Cash,85700,3669,3,2570.67,435929,Household Care,Toilet Cleaner,Memon Ltd,25,Yutika Badal,Rajkot,Inactive,11,1797.02,2023-11-17,2,3.29,Traffic,3,neutral,Product Quality,0,19767.22,11,Medium,2023-10,2023-10-02/2023-10-08,9,0
3429671763,21481338,2024-03-26 20:11:54,2024-03-26 20:26:54,2024-03-26 20:45:54,significantly delayed,1168.51,UPI,8472,1275,1,440.19,473929,Fruits & Vegetables,Carrots,"Bhardwaj, Bhatia and Deshmukh",25,Rajata Upadhyay,Tirunelveli,New,17,480.61,2023-11-17,19,3.56,Traffic,4,neutral,Delivery,0,8170.37,17,High,2024-03,2024-03-25/2024-03-31,20,0
4750086089,97259564,2023-08-16 20:03:15,2023-08-16 20:15:15,2023-08-16 20:23:15,slightly delayed,1896.06,Card,57809,8017,1,96.33,563740,Snacks & Munchies,Chips,Mann-Kapadia,35,Watika Narayanan,Khammam,Premium,6,1047.69,2024-02-18,8,1.14,Traffic,3,neutral,Product Quality,0,6286.14,6,Medium,2023-08,2023-08-14/2023-08-20,20,0
3204128006,62323608,2023-11-22 13:26:45,2023-11-22 13:39:45,2023-11-22 13:52:45,slightly delayed,4361.59,Wallet,62365,4284,3,2731.32,41853,Dairy & Breakfast,Curd,Handa PLC,20,Ekansh Bains,Nandyal,New,2,1446.34,2023-08-09,13,0.62,Traffic,5,positive,Product Quality,0,2892.68,2,High,2023-11,2023-11-20/2023-11-26,13,0
3171917027,55936462,2024-03-31 08:18:11,2024-03-31 08:34:11,2024-03-31 08:34:11,on time,1179.35,UPI,41122,2773,3,1553.31,56589,Pharmacy,Vitamins,"Pai, Kashyap and Ramachandran",20,Upkaar Mahajan,Berhampur,New,5,338.13,2023-04-24,0,0.87,,1,negative,App Experience,0,1690.65,5,Low,2024-03,2024-03-25/2024-03-31,8,0
8814047085,68475914,2023-04-10 10:34:09,2023-04-10 10:50:09,2023-04-10 10:45:09,on time,972.69,UPI,68901,1535,2,1224.08,764014,Grocery & Staples,Salt,"Grewal, Swamy and Dayal",15,Ishita Sarna,Kishanganj,Inactive,6,1615.84,2023-10-27,-5,2.67,,1,negative,App Experience,0,9695.039999999999,6,Low,2023-04,2023-04-10/2023-04-16,10,0
1889723479,5754255,2024-06-24 07:55:26,2024-06-24 08:11:26,2024-06-24 08:15:26,on time,395.61,Cash,87163,112,1,198.15,317242,Grocery & Staples,Pulses,Rastogi Group,15,Radha Rana,Mango,Inactive,1,1050.74,2023-11-12,4,0.52,Traffic,3,neutral,Product Quality,0,1050.74,1,Medium,2024-06,2024-06-24/2024-06-30,7,1
942025494,62679120,2024-03-02 22:50:09,2024-03-02 23:04:09,2024-03-02 23:18:09,slightly delayed,4479.65,UPI,56953,6649,3,691.74,888807,Dairy & Breakfast,Bread,Arya Group,20,Ekansh Padmanabhan,Siwan,Regular,14,1964.18,2024-09-03,14,3.0,Traffic,4,positive,Customer Service,0,27498.52,14,High,2024-03,2024-02-26/2024-03-03,22,0
4104444500,57526322,2024-10-13 02:34:41,2024-10-13 02:48:41,2024-10-13 02:46:41,on time,296.94,Card,92907,4357,1,144.19,807452,Grocery & Staples,Pulses,Naik Ltd,15,Henry Dar,Kishanganj,Premium,2,601.98,2023-07-19,-2,4.02,,5,positive,App Experience,0,1203.96,2,High,2024-10,2024-10-07/2024-10-13,2,0
7562260313,13871547,2024-03-23 02:19:57,2024-03-23 02:32:57,2024-03-23 02:34:57,on time,1246.62,Card,38550,1076,2,117.18,217710,Dairy & Breakfast,Eggs,Rout-Sarna,20,Anthony Dhawan,Bhilwara,Premium,8,200.43,2023-06-17,2,4.56,Traffic,2,negative,Delivery,0,1603.44,8,Low,2024-03,2024-03-18/2024-03-24,2,0
7140244766,86067293,2023-08-06 14:21:46,2023-08-06 14:38:46,2023-08-06 14:35:46,on time,310.87,UPI,76465,5411,1,671.55,942001,Pet Care,Cat Food,Acharya Ltd,35,Udarsh Gour,Sambalpur,Inactive,4,873.53,2023-06-07,-3,1.81,,4,positive,App Experience,0,3494.12,4,High,2023-08,2023-07-31/2023-08-06,14,0
7967974077,45066676,2024-07-06 06:00:25,2024-07-06 06:12:25,2024-07-06 06:21:25,slightly delayed,3382.93,Wallet,1899,9753,3,480.21,448752,Household Care,Toilet Cleaner,Batta-Doctor,25,Lipika Murthy,Satna,Premium,1,1076.85,2023-03-25,9,1.08,Traffic,4,neutral,Customer Service,0,1076.85,1,High,2024-07,2024-07-01/2024-07-07,6,1
7456822422,81822935,2023-12-08 16:49:23,2023-12-08 17:06:23,2023-12-08 17:14:23,slightly delayed,604.1,Cash,24881,7045,2,33.72,962054,Cold Drinks & Juices,Orange Juice,Toor-Nagar,30,Dhruv Ganguly,Nanded,Regular,18,1808.94,2023-08-19,8,1.45,Traffic,4,neutral,Customer Service,0,32560.920000000002,18,High,2023-12,2023-12-04/2023-12-10,16,0
4813468096,34668988,2024-02-10 04:00:20,2024-02-10 04:10:20,2024-02-10 04:12:20,on time,650.2,Card,13299,6573,3,2632.29,516376,Fruits & Vegetables,Onions,Agarwal-Dhar,25,Wishi Varughese,Nagpur,Inactive,3,534.37,2023-08-10,2,2.52,Traffic,3,neutral,Customer Service,0,1603.1100000000001,3,Medium,2024-02,2024-02-05/2024-02-11,4,0
8618576020,15484407,2024-01-18 14:45:23,2024-01-18 15:01:23,2024-01-18 15:02:23,on time,1633.69,Card,64047,454,1,702.54,382511,Dairy & Breakfast,Butter,Bora-Thakkar,20,Saksham Kaur,Kakinada,Premium,18,560.95,2024-06-11,1,4.62,Traffic,5,positive,Product Quality,0,10097.1,18,High,2024-01,2024-01-15/2024-01-21,14,0
3727646442,12077371,2023-07-21 16:05:58,2023-07-21 16:18:58,2023-07-21 16:17:58,on time,1105.54,Wallet,98620,3999,3,1176.66,913428,Pet Care,Pet Treats,Narayanan-Kumar,35,Gautami Maharaj,Sambalpur,Premium,20,353.22,2023-10-09,-1,1.11,,2,negative,App Experience,0,7064.400000000001,20,Low,2023-07,2023-07-17/2023-07-23,16,0
9208156337,39959491,2024-09-23 10:09:54,2024-09-23 10:27:54,2024-09-23 10:27:54,on time,1685.01,UPI,83940,257,3,1973.3999999999999,319388,Cold Drinks & Juices,Orange Juice,D’Alia-Dey,30,Damini Gandhi,Purnia,Premium,2,622.87,2023-08-25,0,1.92,,2,negative,Customer Service,0,1245.74,2,Low,2024-09,2024-09-23/2024-09-29,10,0
8328118787,14839726,2023-05-14 22:03:21,2023-05-14 22:16:21,2023-05-14 22:21:21,on time,3997.84,Card,13593,249,3,463.5,500633,Dairy & Breakfast,Cereal,Trivedi-Ahluwalia,20,Lohit Lanka,Mira-Bhayandar,Regular,10,516.19,2024-01-24,5,1.32,Traffic,5,positive,App Experience,0,5161.900000000001,10,High,2023-05,2023-05-08/2023-05-14,22,0
580528836,91550885,2023-10-20 10:17:06,2023-10-20 10:34:06,2023-10-20 11:03:06,significantly delayed,1485.0,UPI,72799,661,3,381.48,11422,Fruits & Vegetables,Potatoes,Ramaswamy-Tata,25,Isaiah Basu,Alappuzha,New,14,1404.12,2023-05-17,29,0.53,Traffic,4,neutral,Product Quality,0,19657.68,14,High,2023-10,2023-10-16/2023-10-22,10,0
3350662630,60620291,2023-07-03 22:08:47,2023-07-03 22:24:47,2023-07-03 22:20:47,on time,1279.7,Card,8459,7240,1,426.72,927651,Baby Care,Baby Wipes,Narula Group,30,Upkaar Suresh,Karaikudi,Regular,15,1791.39,2023-05-01,-4,2.73,,1,negative,Product Quality,0,26870.850000000002,15,Low,2023-07,2023-07-03/2023-07-09,22,0
6716381725,19682060,2023-05-05 11:01:58,2023-05-05 11:18:58,2023-05-05 11:32:58,slightly delayed,3647.45,Card,96043,869,1,858.57,328457,Cold Drinks & Juices,Mango Drink,Hayre-Shere,30,Hamsini Swamy,Jehanabad,Inactive,4,850.2,2024-02-12,14,3.48,Traffic,4,neutral,Product Quality,0,3400.8,4,High,2023-05,2023-05-01/2023-05-07,11,0
2249567137,20298398,2024-04-06 10:05:47,2024-04-06 10:23:47,2024-04-06 10:24:47,on time,3407.26,Card,63769,1056,3,2918.07,897083,Household Care,Detergent,Dutta-Halder,25,Urvi Bali,Ahmednagar,New,1,1049.6,2023-12-22,1,1.4,Traffic,2,negative,Customer Service,0,1049.6,1,Low,2024-04,2024-04-01/2024-04-07,10,1
7484465509,73393269,2024-09-27 19:15:45,2024-09-27 19:34:45,2024-09-27 19:30:45,on time,1060.95,Card,58978,3231,3,1436.3700000000001,706112,Pharmacy,Vitamins,"Magar, Gara and Garg",20,William Varughese,Ajmer,Regular,8,1615.2,2024-06-11,-4,2.84,,1,negative,Customer Service,0,12921.6,8,Low,2024-09,2024-09-23/2024-09-29,19,0
2577208156,86995126,2024-10-08 07:09:12,2024-10-08 07:28:12,2024-10-08 07:35:12,slightly delayed,1948.9,UPI,61389,1472,1,448.16,615545,Personal Care,Soap,Barman Inc,35,Bimala Bhattacharyya,Durgapur,New,10,316.82,2023-06-12,7,0.86,Traffic,3,negative,Product Quality,0,3168.2,10,Medium,2024-10,2024-10-07/2024-10-13,7,0
3321905621,37759707,2024-10-19 19:54:37,2024-10-19 20:13:37,2024-10-19 20:18:37,on time,3909.99,Wallet,26660,855,3,1728.66,820541,Household Care,Toilet Cleaner,"Borde, Peri and Upadhyay",25,Jhalak Venkataraman,Sultan Pur Majra,Premium,12,924.06,2023-10-02,5,4.53,Traffic,2,negative,Product Quality,0,11088.72,12,Low,2024-10,2024-10-14/2024-10-20,19,0
6686839282,71615827,2023-07-24 09:30:56,2023-07-24 09:41:56,2023-07-24 09:50:56,slightly delayed,2657.17,UPI,53508,8623,2,1774.96,726958,Pet Care,Cat Food,Doctor-Patla,35,Yash Contractor,Bulandshahr,Premium,3,900.98,2024-03-23,9,3.16,Traffic,3,negative,Customer Service,0,2702.94,3,Medium,2023-07,2023-07-24/2023-07-30,9,0
5095558661,70220141,2023-05-06 13:12:43,2023-05-06 13:27:43,2023-05-06 13:30:43,on time,109.03,Cash,65564,476,3,2482.32,970529,Baby Care,Diapers,"Kurian, Patla and Sanghvi",30,Reyansh Dhaliwal,Sambalpur,Premium,13,469.6,2024-03-24,3,3.7,Traffic,1,negative,Product Quality,0,6104.8,13,Low,2023-05,2023-05-01/2023-05-07,13,0
112658009,35144658,2023-07-11 17:41:34,2023-07-11 17:55:34,2023-07-11 17:52:34,on time,3834.36,Cash,32553,8111,1,397.55,604184,Household Care,Toilet Cleaner,"Gaba, Sodhi and Choudhary",25,Tristan Gulati,Bilaspur,Premium,8,433.11,2024-01-27,-3,4.54,,3,neutral,App Experience,0,3464.88,8,Medium,2023-07,2023-07-10/2023-07-16,17,0
1343610513,18113428,2023-07-17 13:42:50,2023-07-17 13:55:50,2023-07-17 14:03:50,slightly delayed,638.38,UPI,14791,8795,2,950.08,925482,Instant & Frozen Food,Frozen Biryani,Viswanathan-Sha,40,Dominic Goda,Rajkot,Regular,7,255.73,2023-09-15,8,1.57,Traffic,1,negative,Customer Service,0,1790.11,7,Low,2023-07,2023-07-17/2023-07-23,13,0
7190610535,59094034,2024-03-22 07:19:34,2024-03-22 07:30:34,2024-03-22 07:26:34,on time,2414.68,UPI,99603,3718,3,791.0999999999999,990993,Snacks & Munchies,Chocolates,Guha-Subramaniam,35,Ekanta Dass,Nangloi Jat,Regular,1,771.9,2023-05-22,-4,3.79,,3,neutral,Delivery,0,771.9,1,Medium,2024-03,2024-03-18/2024-03-24,7,1
5069426001,31940833,2024-01-13 01:45:41,2024-01-13 01:57:41,2024-01-13 01:58:41,on time,3099.29,UPI,23515,7354,1,910.44,41853,Dairy & Breakfast,Curd,Handa PLC,20,Urmi Amble,Karawal Nagar,New,4,1515.8,2023-07-31,1,4.78,Traffic,3,neutral,Delivery,0,6063.2,4,Medium,2024-01,2024-01-08/2024-01-14,1,0
5655369002,19091057,2023-08-25 10:12:03,2023-08-25 10:28:03,2023-08-25 10:28:03,on time,114.52,Cash,50372,9852,2,473.02,6405,Baby Care,Baby Food,Kashyap-Reddy,30,Kalpit Kohli,Kozhikode,Regular,9,1569.0,2024-03-15,0,1.89,,2,negative,Delivery,0,14121.0,9,Low,2023-08,2023-08-21/2023-08-27,10,0
5761530160,84824280,2024-02-23 18:32:21,2024-02-23 18:42:21,2024-02-23 18:57:21,slightly delayed,876.11,Cash,47945,5408,1,934.75,349294,Fruits & Vegetables,Onions,Ganesan Ltd,25,Kamya Narayan,Ongole,Inactive,17,1752.91,2024-05-09,15,2.31,Traffic,3,neutral,Delivery,0,29799.47,17,Medium,2024-02,2024-02-19/2024-02-25,18,0
4772519706,17106161,2023-03-28 08:47:18,2023-03-28 09:03:18,2023-03-28 09:02:18,on time,2184.02,Cash,27293,9798,1,281.73,257719,Dairy & Breakfast,Eggs,Chaudhuri PLC,20,Gagan Prabhakar,Shimoga,Inactive,9,331.15,2024-05-01,-1,2.96,,4,positive,Product Quality,0,2980.35,9,High,2023-03,2023-03-27/2023-04-02,8,0
8209051735,69416782,2024-02-13 22:25:18,2024-02-13 22:45:18,2024-02-13 22:45:18,on time,1887.19,Card,66797,409,3,2810.94,336847,Household Care,Toilet Cleaner,"Dayal, Mammen and More",25,Gagan Goel,Bijapur,Regular,8,646.2,2024-06-21,0,3.48,,3,neutral,Customer Service,0,5169.6,8,Medium,2024-02,2024-02-12/2024-02-18,22,0
4870391666,80935110,2024-03-23 20:30:02,2024-03-23 20:42:02,2024-03-23 20:44:02,on time,738.74,Card,82421,8515,1,608.0,324809,Dairy & Breakfast,Bread,Sidhu PLC,20,Oscar Bir,Tumkur,Regular,16,1855.7,2023-07-14,2,4.36,Traffic,4,positive,App Experience,0,29691.2,16,High,2024-03,2024-03-18/2024-03-24,20,0
7777975083,92098757,2024-06-24 17:49:10,2024-06-24 18:05:10,2024-06-24 18:34:10,significantly delayed,4419.96,UPI,89484,5165,1,727.95,684939,Personal Care,Lotion,"Sibal, Bhatnagar and Rajan",35,Bhavna Mammen,Phagwara,New,14,1419.7,2023-11-19,29,2.56,Traffic,4,positive,Delivery,0,19875.8,14,High,2024-06,2024-06-24/2024-06-30,17,0
8713948756,65514005,2023-11-16 00:05:39,2023-11-16 00:16:39,2023-11-16 00:35:39,significantly delayed,383.2,Cash,84056,2398,2,434.8,837480,Pharmacy,Cough Syrup,Edwin and Sons,20,Ekapad Kuruvilla,Dhanbad,Regular,16,266.6,2023-07-21,19,3.45,Traffic,4,neutral,Product Quality,0,4265.6,16,High,2023-11,2023-11-13/2023-11-19,0,0
6191050157,90021871,2023-05-11 20:36:55,2023-05-11 20:53:55,2023-05-11 20:58:55,on time,1893.34,Cash,71004,705,3,2746.3500000000004,365133,Household Care,Dish Soap,Hans Inc,25,Pooja Dube,Thiruvananthapuram,Regular,2,1907.98,2023-08-04,5,2.74,Traffic,4,neutral,Product Quality,0,3815.96,2,High,2023-05,2023-05-08/2023-05-14,20,0
4060449266,1771249,2024-03-09 00:27:33,2024-03-09 00:43:33,2024-03-09 00:47:33,on time,2399.6,Card,83557,1156,1,225.21,953175,Baby Care,Baby Food,Sehgal-Nagarajan,30,Samesh Devi,Bathinda,New,4,790.78,2023-04-14,4,4.42,Traffic,5,positive,Customer Service,0,3163.12,4,High,2024-03,2024-03-04/2024-03-10,0,0
5657605506,63402854,2024-05-30 20:18:11,2024-05-30 20:28:11,2024-05-30 20:27:11,on time,697.88,Wallet,54862,6923,3,1706.8200000000002,451933,Grocery & Staples,Wheat Flour,Nadig Ltd,15,Pallavi Sidhu,Kollam,New,1,1110.52,2024-08-31,-1,3.88,,3,negative,Product Quality,0,1110.52,1,Medium,2024-05,2024-05-27/2024-06-02,20,1
8851743592,70608515,2024-02-13 12:03:52,2024-02-13 12:15:52,2024-02-13 12:11:52,on time,2618.87,Card,70212,493,1,816.38,385113,Personal Care,Lotion,"Sampath, Mane and Mody",35,Aashi Behl,Belgaum,Inactive,4,1601.81,2024-07-13,-4,2.89,,4,neutral,Product Quality,0,6407.24,4,High,2024-02,2024-02-12/2024-02-18,12,0
4689717606,91791128,2023-07-05 07:24:52,2023-07-05 07:42:52,2023-07-05 07:42:52,on time,2392.67,Card,20091,7177,1,440.19,473929,Fruits & Vegetables,Carrots,"Bhardwaj, Bhatia and Deshmukh",25,Warda Mand,Allahabad,Regular,6,211.88,2024-03-18,0,2.84,,4,neutral,Delivery,0,1271.28,6,High,2023-07,2023-07-03/2023-07-09,7,0
